codes
640520
630790
852351
732690
210690
960390
732690
210690
392690
843143
630790
611693
854890
731819
330499
732690
640299
903180
701399
842482
760900
820130
701399
130219
850300
732394
841451
870880
830630
970500
761699
401693
940540
732690
732690
392690
850450
392620
842489
950691
640391
871499
681510
610463
660199
848390
847290
640419
940520
640520
950440
854442
730830
852352
950300
640391
830241
621430
722540
851310
190190
621050
441990
330790
392590
621143
420292
900190
420232
731990
950510
853669
420292
902110
902790
850440
902790
680299
950300
853950
420100
940510
732690
220210
854890
390290
854449
180632
940510
121190
392690
701399
382499
903180
420291
711790
420292
970500
392690
950300
730890
902190
420100
950300
691200
210690
830629
950300
970500
950300
392690
230910
842121
391722
490199
902790
761699
852351
640399
961519
680990
392490
621290
848180
420292
321410
482010
853669
848190
640291
570500
420292
392690
210690
854140
640419
640399
200819
611610
970500
950300
854720
392640
420292
851769
970500
390720
620343
850440
392690
750890
950300
821599
902110
853710
901890
730719
330499
732393
442090
853669
640419
210690
680299
620462
761699
853950
854370
950300
640399
420292
640399
340590
851989
190190
970500
130219
851762
900190
854370
701337
210690
650500
854140
392190
630790
901910
481940
442010
640690
843149
853890
640419
950300
220210
630710
630253
691110
621050
481950
392620
850440
830590
940540
902790
621490
851830
854140
200599
902680
830249
610442
950510
847130
847989
310510
382499
220600
760711
903180
853321
220299
382499
392690
330790
680299
640299
961620
420299
300610
854390
847330
392690
120991
640399
691390
960820
420292
200599
830160
640520
590320
870880
732690
950300
950510
950669
392410
730792
391690
640411
293399
190230
732690
903039
848790
190531
854232
950590
732619
640419
293399
391610
392321
391733
900490
392690
190531
610822
970500
610444
401699
950300
490199
950300
847989
640419
852852
901510
630710
630790
854140
902690
611030
940540
732393
854442
392640
200899
853690
852691
732690
854370
851632
630790
630790
190590
611610
851770
230990
950510
732690
210690
392620
731814
853669
630790
950510
180690
730890
640299
300510
170490
830629
940390
902190
640291
830990
611780
691390
610510
630790
848790
940421
300212
950300
852580
850511
900580
850440
950699
170490
691490
852852
640291
630790
392690
392490
940360
852352
853890
950300
852852
847989
853669
950300
950300
540753
392690
853710
701952
950510
730630
701399
392490
732393
950300
210390
852580
903180
630790
621220
392690
392051
842199
392350
970500
620462
220299
940540
830242
611030
200819
854370
620342
848120
392690
700910
481960
960830
852852
852852
610463
610469
380891
950300
732690
190420
970500
842129
611030
852859
950300
640411
851230
853120
640419
950450
420222
848190
180690
650500
900211
292249
730799
460212
852691
382499
854239
392590
640411
190590
481890
620333
852792
901910
848350
851629
630790
210690
491199
732690
610230
830629
848390
620630
841480
390469
841391
850760
190532
392640
851690
870590
842121
870829
442199
950300
852990
902780
640220
940360
293499
482390
970500
902690
848190
851220
420292
848180
640690
691390
190532
482110
853710
210690
491199
190190
841840
880330
950300
854231
721720
853890
392690
293629
902110
170490
960390
962000
392690
681099
830629
850519
640419
761699
210690
210690
640411
180631
382499
854140
950510
970500
950590
903180
392620
420212
902790
970500
620442
970500
730890
291590
852580
970500
846799
940360
321410
902680
852351
420292
842790
853669
848390
640391
640299
392410
854720
190490
970500
940490
730729
420292
330210
220210
940490
170490
970500
901890
350790
851671
180690
392020
842129
902610
200490
420292
852580
950300
852990
180631
843139
420222
830629
340111
350400
741220
860900
401693
640411
591190
420292
630790
620610
640391
732620
853710
950300
392640
853669
848330
950699
420231
811300
640299
853190
300510
732399
420100
200190
851822
481940
392640
940360
210690
340220
611030
420292
851660
732690
300215
940540
940510
970500
610620
220210
950300
851290
340290
611030
392640
630710
903149
392690
540769
853950
600536
420292
871499
210690
902620
540793
340490
392690
871680
640340
293499
950510
640419
847330
853931
950300
940360
940540
